Gene_ID	Roots_Control_full_fertilizer	Roots_Control_water	Roots_Ammonium_stress	Roots_Nitrate_stress	Roots_Urea_stress	Shoots_Control_full_fertilizer	Shoots_Control_water	Shoots_Ammonium_stress	Shoots_Nitrate_stress	Shoots_Urea_stress
Sobic.006G139200	0	0	0	0	0	0	0	0	0	0
Sobic.006G139300	0.903	4.663	2.063	3.104	2.439	33.177	22.357	23.515	24.337	22.197
Sobic.006G139400	0	0	0	0	0	0	0	0	0	0
Sobic.006G139501	0.02	0.015	0.015	0	0.047	0.065	0.067	0.014	0.036	0.041
Sobic.006G139600	1.837	1.613	2.169	2.17	2.835	3.476	1.978	2.499	1.893	1.955
Sobic.006G139700	10.224	9.725	7.392	7.349	7.121	5.251	4.831	4.389	4.955	5.187
Sobic.006G139900	0.346	0.49	0.22	0.25	0.341	0.144	0.141	0.174	0.129	0.324
Sobic.006G140000	25.894	24.126	21.144	20.107	20.146	10.389	11.645	12.696	13.444	14.488
Sobic.006G140050	0	0.042	0.033	0	0	0	0	0	0	0.045
Sobic.006G140100	2.266	3.955	4.159	3.912	3.239	2.945	3.06	3.258	3.036	3.143
Sobic.006G140200	0.548	0.33	0.368	0.308	0.29	0.029	0.072	0.034	0.055	0.062
Sobic.006G140300	5.614	7.778	7.271	6.03	6.626	24.282	16.75	18.611	18.718	16.692
Sobic.006G140400	2.104	4.051	2.872	2.838	2.757	4.873	4.712	4.444	5.262	5.327
Sobic.006G140450	0	0.038	0.026	0.055	0.036	0	0.032	0.028	0.031	0
Sobic.006G140500	0.013	0	0	0	0.039	4.532	9.159	10.362	11.586	16.384
Sobic.006G140600	58.704	62.914	60.019	63.71	61.975	70.009	51.715	53.165	52.728	55.438
Sobic.006G140700	0.187	0.224	0.152	0.317	0.309	51.627	143.38	64.736	58.336	63.732
Sobic.006G140801	0.063	0.07	0.014	0.039	0.063	7.327	5.668	8.385	6.741	6.853
Sobic.006G140900	0.852	0.742	0.902	0.889	0.714	6.964	4.236	7.255	8.187	5.868
Sobic.006G141000	1.497	1.46	1.567	1.689	1.686	1.604	1.997	1.538	1.449	1.186
Sobic.006G141100	0.515	0.786	0.561	0.605	0.523	1.694	0.895	0.834	0.65	0.985
Sobic.006G141200	0	0	0	0.072	0	0.035	0	0.118	0	0.029
Sobic.006G141300	0.071	0.224	0.148	0.12	0.184	0.793	0.613	0.566	0.522	0.478
Sobic.006G141400	0.203	0.154	0.152	0.105	0.142	0.047	0.054	0.039	0.041	0.097
Sobic.006G141500	53.942	46.694	52.765	44.373	41.823	42.568	85.511	47.288	45.985	33.417
Sobic.006G141600	14.497	15.069	18.888	17.496	17.432	19.733	15.428	17.405	23.698	17.948
Sobic.006G141700	456.964	366.769	475.299	416.258	388.443	154.479	149.708	189.807	183.914	165.36
Sobic.006G141800	1.379	3.475	2.138	2.024	2.266	0.473	1.181	1.045	1.131	1.27
Sobic.006G141900	0	0	0	0	0	0	0	0	0	0
Sobic.006G142000	0.379	0.888	0.785	0.609	0.86	0	0.025	0.057	0	0.038
Sobic.006G142100	0	0	0	0	0	0	0	0	0	0
Sobic.006G142200	0	0	0	0	0	0	0	0	0	0
Sobic.006G142233	0.02	0	0	0	0	0.04	0.06	0.021	0.018	0.035
Sobic.006G142266	3.306	2.513	2.367	3.291	2.805	11.872	3.833	5.38	5.613	5.498
Sobic.006G142299	0	0	0	0	0	0	0	0	0	0
Sobic.006G142332	20.15	20.754	16.769	14.752	15.388	1.126	1.17	0.632	0.688	0.699
Sobic.006G142365	0.054	0.034	0.023	0.073	0.027	0	0	0	0	0.081
Sobic.006G142400	24.459	21.113	23.035	24.785	22.327	18.557	17.345	16.309	15.912	14.805
Sobic.006G142500	6.106	10.453	6.504	5.719	5.402	11.929	9.642	10.143	10.664	10.095
Sobic.006G142600	2.106	3.74	1.849	1.762	1.794	12.854	14.283	14.999	17.951	16.294
Sobic.006G142700	7.124	7.518	7.539	7.706	7.667	8.257	8.035	6.409	6.636	5.94
Sobic.006G142775	10.497	16.855	12.555	10.503	10.225	13.498	34.056	15.864	13.65	17.135
Sobic.006G142850	0	0	0	0	0	0	0	0	0	0
Sobic.006G142925	0	0	0	0	0	0	0	0	0	0
Sobic.006G143000	1.657	4.546	1.897	1.899	1.809	2.736	7.638	1.99	1.7	1.758
Sobic.006G143100	9.938	15.207	5.094	5.799	7.212	4.406	3.898	5.01	4.364	6.49
Sobic.006G143200	15.693	12.4	16.175	18.326	16.474	8.902	6.59	7.608	8.238	7.206
Sobic.006G143300	7.28	8.005	9.724	10.808	10.679	4.682	4.225	5.68	5.295	5.142
Sobic.006G143400	8.908	8.21	6.491	7.144	7.495	1.738	2.556	2.629	1.979	2.864
Sobic.006G143500	11.419	8.983	9.429	11.065	10.055	7.228	6.726	6.731	6.688	6.728
Sobic.006G143600	0	0.013	0	0	0	0.028	0	0	0.012	0
Sobic.006G143700	0.076	0.358	0.118	0.026	0.271	0	0	0	0	0
Sobic.006G143750	0	0	0	0	0	0	0	0	0	0
Sobic.006G143800	0	0.056	0.02	0	0	0	0	0	0	0
Sobic.006G143900	0.297	0.269	0.341	0.199	0.453	1.136	1.794	0.533	0.601	0.837
Sobic.006G144000	16.913	21.312	17.106	17.141	15.94	15.47	16.4	13.633	14.131	14.725
Sobic.006G144101	0.097	0.039	0.163	0.116	0.095	0	0.034	0	0.03	0.026
Sobic.006G144201	0	0.036	0	0.118	0.059	0	0	0.032	0.027	0.03
Sobic.006G144300	6.67	5.311	6.234	6.723	6.46	6.713	5.727	8.375	8.264	8.489
Sobic.006G144400	0.136	0.187	0.064	0.13	0.109	0.225	0.195	0.059	0.081	0.097
Sobic.006G144500	4.67	10.774	4.343	4.016	3.502	5.326	6.261	4.939	6.945	7.061
Sobic.006G144600	10.312	12.601	8.981	7.421	8.604	6.993	5.617	4.936	4.046	5.108
Sobic.006G144700	10.287	9.318	13.373	15.27	14.181	7.54	4.432	8.186	8.542	7.649
Sobic.006G144800	0.566	0.993	0.47	0.525	1.112	0.47	0.693	0.854	0.777	0.804
Sobic.006G144900	0.041	0.042	0.016	0	0.059	0.02	0	0	0.01	0.021
Sobic.006G145000	4.217	5.477	4.293	4.306	4.082	3.783	4.27	3.149	2.928	2.684
Sobic.006G145200	6.744	9.069	7.686	7.983	8.021	17.941	29.757	24.898	26.903	25.482
Sobic.006G145300	0	0	0	0	0	0.455	0.907	2.603	1.95	1.709
Sobic.006G145400	0.015	0	0	0	0	0.091	0.591	0.167	0.112	0.122
Sobic.006G145500	0.044	0.146	0.05	0.034	0.059	16.57	11.955	12.892	15.693	15.48
Sobic.006G145600	0	0.046	0	0.039	0.019	14.298	15.961	9.398	9.425	11.302
Sobic.006G145650	0	0	0	0	0	0	0.01	0	0	0
Sobic.006G145700	0.411	0.655	1.149	1.203	1.415	14.085	29.104	9.853	7.592	8.897
Sobic.006G145800	0	0	0.011	0.007	0.019	0.06	0.357	0.052	0.066	0.051
Sobic.006G145901	3.391	10.692	4.935	4.044	4.812	24.513	20.431	17.029	19.407	19.093
Sobic.006G146000	3.693	5.673	4.404	4.121	4.799	6.616	7.127	3.896	3.987	4.197
Sobic.006G146100	0.371	62.854	8.837	4.13	4.612	0.795	292.25	3.871	3.49	6.001
Sobic.006G146150	0	0.055	0	0.023	0	0	0.2	0	0	0
Sobic.006G146200	0.729	2.475	2.087	1.332	1.257	1.1	1.609	1.024	1.41	1.561
Sobic.006G146300	0.018	0.07	0.036	0.071	0.011	17.375	9.442	12.485	18.207	12.213
Sobic.006G146400	1.427	1.486	1.59	1.646	1.658	1.673	1.397	1.767	2.067	1.723
Sobic.006G146500	5.699	4.023	4.762	3.766	3.659	1.12	1.352	2.276	2.165	2.937
Sobic.006G146600	1.823	2.276	1.247	1.227	1.672	3.183	1.416	1.09	0.892	1.033
Sobic.006G146700	6.051	5.679	4.808	3.831	3.066	0.075	0.138	0.043	0.042	0.051
Sobic.006G146800	66.178	59.483	65.733	64.435	63.185	55.348	58.448	57.973	56.225	49.888
Sobic.006G146900	0.752	0.741	0.739	0.79	0.837	0.787	0.843	0.697	0.917	0.764
Sobic.006G147000	167.412	135.986	215.869	243.992	233.729	130.455	143.272	153.456	161.973	115.278
Sobic.006G147101	0.037	0	0	0	0.039	0	0	0	0	0
Sobic.006G147200	15.262	10.654	9.407	8.903	11.436	1.495	3.175	2.742	1.423	2.341
Sobic.006G147300	4.601	5.438	4.119	3.479	3.489	126.743	124.911	178.429	132.423	136.008
Sobic.006G147350	0	0.079	0	0	0	0	0	0	0	0
Sobic.006G147400	18.505	10.285	9.488	7.839	10.27	0.841	0.355	0.307	0.26	0.233
Sobic.006G147450	0	0	0	0	0	0	0	0	0.008	0
Sobic.006G147500	0	0	0.069	0	0.02	3.276	7.599	5.33	5.012	6.177
Sobic.006G147600	17.836	22.617	25.212	20.932	21.958	32.329	62.146	39.11	36.908	32.773
Sobic.006G147700	5.663	2.49	1.44	1.117	1.465	17.141	16.224	8.121	9.735	9.229
Sobic.006G147800	0.017	0.012	0.007	0.004	0.006	0.085	0.046	0.018	0.005	0.014
Sobic.006G147900	8.199	5.523	9.42	11.641	11.529	20.338	19.905	22.821	22.589	25.009
Sobic.006G148000	9.209	10.293	7.937	8.548	8.948	1.357	3.535	1.444	0.842	1.189
Sobic.006G148100	8.261	8.344	7.582	7.639	7.726	9.806	8.457	7.365	7.898	6.516
Sobic.006G148200	29.692	31.61	30.942	30.044	29.835	15.4	16.545	12.582	12.118	11.197
Sobic.006G148300	0.486	0.579	2.424	1.626	2.907	2.029	1.264	4.7	2.737	5.319
Sobic.006G148400	11.02	20.57	11.244	10.857	7.564	1.97	4.702	2.273	1.435	1.852
Sobic.006G148500	1.963	4.78	3.219	3.102	1.996	0.536	5.895	2.168	2.042	2.061
Sobic.006G148600	0	0	0	0	0	0	0	0.043	0	0
Sobic.006G148700	12.874	12.355	12.197	10.716	11.816	7.524	12.086	7.913	8.089	8.361
Sobic.006G148800	90.194	43.794	40.747	32.463	45.184	67.386	24.19	29.478	30.241	38.204
Sobic.006G148900	4.321	9.641	6.149	5.523	4.694	1.078	13.832	15.081	17.242	24.01
Sobic.006G149000	1.158	2.348	0.447	0.977	1.217	2.786	3.919	2.341	3.159	2.991
Sobic.006G149101	26.223	24.679	23.943	26.954	24.959	44.829	46.676	31.475	30.063	30.226
Sobic.006G149200	70.945	51.528	70.34	75.384	66.267	58.839	60.875	63.51	61.867	59.064
Sobic.006G149300	4.591	4.238	2.982	2.585	3.184	0.758	0.457	0.45	0.512	0.529
Sobic.006G149400	111.302	145.864	113.601	105.287	102.433	112.51	143.174	119.751	105.255	92.388
Sobic.006G149500	1.058	1.491	0.866	0.786	0.862	0.563	0.664	0.456	0.54	0.896
Sobic.006G149600	2.664	4.706	3.672	4.21	3.814	1.368	6.254	4.09	3.784	5.31
Sobic.006G149650	0	0.029	0	0	0	0	0	0	0.028	0
Sobic.006G149700	2.934	0.795	0.421	0.381	0.455	2.732	0.583	0.554	0.612	0.305
Sobic.006G149800	2.346	3.119	1.603	1.885	2.01	2.396	1.895	1.201	1.19	1.438
Sobic.006G149900	0	0.036	0	0	0.033	0	0	0	0	0
Sobic.006G150001	7.123	9.649	4.261	5.594	6.765	6.257	3.78	3.573	3.75	4.261
Sobic.006G150100	156.332	166.53	203.372	203.031	218.26	2.111	6.047	4.184	4.137	4.962
Sobic.006G150200	4.743	8.19	6.46	4.189	6.665	4.092	15.128	7.957	6.995	5.653
Sobic.006G150300	1.234	3.758	1.3	1.052	1.313	0.277	1.115	0.38	0.325	0.36
Sobic.006G150400	1.37	2.783	1.239	1.004	1.318	1.609	2.016	0.984	0.715	0.933
Sobic.006G150500	0.176	0	0	0.112	0	0	0	0	0	0
Sobic.006G150600	26.685	30.539	25.967	25.918	25.082	18.227	19.748	17.101	15.86	16.727
Sobic.006G150700	43.107	16.946	68.761	85.292	83.885	0.141	0.523	0.683	0.67	1.92
Sobic.006G150800	0.012	0.028	0.051	0.005	0.023	0.036	0.269	0.118	0.131	0.215
Sobic.006G150900	0	0	0	0	0	0.02	0.078	0.016	0	0
Sobic.006G151001	0.969	1.113	0.958	1.261	0.949	0.691	1.818	0.912	0.598	0.768
Sobic.006G151100	0.026	0.072	0.073	0.101	0.119	2.414	4.381	3.841	6.007	4.351
Sobic.006G151200	18.235	38.46	15.552	14.008	14.474	17.465	55.504	22.463	21.984	27.073
Sobic.006G151300	0.076	0.107	0.048	0.186	0.04	0.122	0.279	0.118	0.095	0.063
Sobic.006G151500	0.252	1.129	0.183	0.085	0.193	0.438	0.468	0.475	0.433	0.518
Sobic.006G151600	0.138	0.182	0.151	0.097	0.405	0.864	1.665	1.299	1.513	1.715
Sobic.006G151800	0	0	0	0	0	0.475	0.421	0.835	0.974	1.047
Sobic.006G152000	7.027	6.806	7.415	8.565	8.182	5.94	4.695	3.776	4.339	4.145
Sobic.006G152100	0.128	0.049	0.033	0	0	0.046	0.046	0	0	0
Sobic.006G152200	0.178	0.06	0.092	0.092	0.08	0.04	0.153	0.1	0.049	0.083
Sobic.006G152400	0	0	0	0	0	0	0	0	0	0
Sobic.006G152500	0.067	0.521	0.107	0.041	0.042	0.04	0.158	0.092	0.101	0.108
Sobic.006G152600	6.633	15.238	6.936	6.728	7.051	9.057	15.325	6.381	7.652	8.552
Sobic.006G152700	0.032	0.017	0	0.035	0.025	0.436	0.264	0.131	0.091	0.074
Sobic.006G152801	0.476	0.506	0.406	0.553	0.634	0.063	0.016	0.036	0.035	0.018
Sobic.006G152900	0.157	1.384	0.327	0.151	1.425	0.076	0.074	0.034	0.044	0.044
Sobic.006G153000	0.011	0.184	0.05	0.103	0.012	17.565	16.48	13.568	15.13	12.058
Sobic.006G153100	0.287	0.263	0.146	0.2	0.226	0.03	0.1	0.03	0.044	0.047
Sobic.006G153200	4.276	3.265	4.085	4.407	5.1	4.291	2.207	2.863	2.912	2.919
Sobic.006G153300	0.475	0.853	0.56	0.63	0.72	0.447	0.642	0.484	0.508	0.774
Sobic.006G153400	21.093	38.414	37.314	33.68	35.275	28.535	38.801	45.389	38.097	45.97
Sobic.006G153500	0.566	0.384	0.361	0.585	0.498	6.201	2.758	4.615	4.177	6.695
Sobic.006G153550	0	0	0	0.026	0.067	0.036	0	0	0.031	0
Sobic.006G153600	0	0.104	0.024	0	0	0.03	0.03	0.061	0.064	0.082
Sobic.006G153700	4.494	4.616	3.667	2.597	4.591	0.33	0.731	0.49	0.339	0.518
Sobic.006G153900	49.468	52.502	53.648	49.189	49.542	39.376	48.446	38.64	38.734	38.342
Sobic.006G154000	0	0	0.047	0.024	0	0.273	0.397	0.592	0.302	0.477
Sobic.006G154100	16.834	16.842	18.092	17.879	17.948	19.529	20.433	15.427	15.466	14.093
Sobic.006G154200	9.007	7.067	6.822	6.641	8.352	0.242	0.647	0.347	0.384	0.306
Sobic.006G154300	0.234	0	0.022	0	0	0	0.028	0.029	0	0.077
Sobic.006G154400	7.341	4.554	2.192	2.55	3.352	2.347	1.379	1.529	0.768	0.852
Sobic.006G154500	52.117	18.806	15.248	15.254	18.656	11.847	3.454	4.195	2.635	2.895
Sobic.006G154600	0.173	0.192	0.189	0.184	0.244	0.362	0.409	0.603	0.426	0.514
Sobic.006G154800	19.885	14.084	11.465	10.164	9.595	13.808	15.045	5.26	3.342	3.926
Sobic.006G154900	6.873	7.093	8.85	8.904	9.681	6.281	6.287	6.468	6.815	5.402
Sobic.006G155000	6.35	4.738	6.204	5.734	5.385	3.193	4.357	2.096	2.352	1.992
Sobic.006G155100	9.539	9.884	10.301	10.412	11.897	24.343	15.93	20.716	24.082	18.556
Sobic.006G155150	0	0	0	0	0.009	0	0	0	0	0
Sobic.006G155200	0.417	0.346	0.307	0.261	0.371	1.628	4.681	2.839	2.914	3.483
Sobic.006G155300	0	0.039	0	0.01	0	0	0	0	0	0
Sobic.006G155400	0.024	0	0.029	0	0	0.186	0.149	0.099	0.061	0.045
Sobic.006G155500	13.742	12.202	15.089	12.775	10.263	48.721	51.448	32.919	30.786	20.3
Sobic.006G155600	0	0	0	0	0.037	0.398	4.518	2.037	0.734	0.745
Sobic.006G155700	1.08	0.631	0.892	1.633	1.599	97.601	156.951	133.144	97.187	98.187
Sobic.006G155800	0.878	0.603	0.925	1.475	1.149	1.743	1.733	2.088	2.008	1.962
Sobic.006G155900	0.852	0.565	0.77	0.846	0.836	1.531	1.21	1.94	1.742	1.923
Sobic.006G156000	0.596	0.449	0.497	0.431	0.474	0.433	0.331	0.397	0.335	0.33
Sobic.006G156100	0.076	0.056	0.058	0.036	0.032	0.043	0.012	0.033	0.037	0.031
Sobic.006G156200	0	0	0	0	0	0	0	0	0	0
Sobic.006G156300	13.886	14.785	13.15	12.682	11.363	16.202	18.478	18.399	18.447	18.872
Sobic.006G156400	2.228	4.023	3.171	2.925	2.406	2.476	3.723	2.845	2.638	3.048
Sobic.006G156500	0.195	0.139	0.095	0.13	0.153	0	0.01	0.008	0	0.01
Sobic.006G156600	25.342	34.578	28.642	26.43	27.241	8.425	6.898	4.92	3.37	4.034
Sobic.006G156801	3.171	2.878	3.164	3.162	2.991	4.359	4.168	4.87	4.677	4.552
Sobic.006G157000	14.256	13.293	17.06	17.193	16.62	10.443	9.398	12.411	13.607	10.622
Sobic.006G157100	11.945	8.844	12.117	15.322	16.826	13.623	7.998	8.972	7.809	8.68
Sobic.006G157200	22.502	12.726	15.102	14.077	19.43	9.333	15.59	12.664	15.88	14.204
Sobic.006G157300	10.023	9.237	10.588	9.456	9.712	8.091	11.537	8.47	8.662	7.841
Sobic.006G157400	10.503	12.642	7.9	8.406	9.345	10.627	10.484	6.358	5.882	7.178
Sobic.006G157450	0.04	0.084	0.054	0.036	0.016	0.115	0.014	0.047	0.03	0.015
Sobic.006G157500	32.69	16.053	12.681	12.831	13.543	28.973	13.462	14.06	10.496	13.758
Sobic.006G157600	9.867	5.651	7.133	6.006	6.981	7.459	8.384	5.48	4.7	4.342
Sobic.006G157700	61.39	27.726	34.431	33.895	32.33	20.243	5.01	10.655	11.06	10.356
Sobic.006G157800	0.938	0.683	1.024	0.709	1.42	3.014	1.963	1.573	1.753	1.959
Sobic.006G157900	22.006	18.767	15.438	19.156	16.021	3.643	5.917	4.84	3.641	4.505
Sobic.006G158000	0.15	0.061	0.18	0.055	0.095	0.197	0.16	0.075	0.141	0.153
Sobic.006G158100	13.949	18.394	23.026	20.787	19.482	29.641	51.822	44.622	47.478	47.359
Sobic.006G158200	3.12	2.2	1.01	1.014	1.399	1.505	1.138	0.908	0.638	1.378
Sobic.006G158266	2.734	2.657	1.699	1.521	1.789	1.309	1.072	0.872	0.732	1.116
Sobic.006G158332	7.298	6.882	7.636	6.226	6.239	4.93	6.181	4.775	3.768	4.168
Sobic.006G158400	18.061	16.306	12.306	13.155	11.409	1.837	1.226	1.017	0.833	1.391
Sobic.006G158500	0.014	0	0	0.024	0.016	19.003	23.08	9.246	9.795	12.734
Sobic.006G158600	1.934	2.463	2.351	2.372	1.859	4.427	5.845	1.656	1.429	2.198
Sobic.006G158700	0.139	3.127	1.298	0.794	1.157	27.923	98.125	49.891	25.15	36.361
Sobic.006G158800	0.466	1.956	1.215	0.651	0.937	5.791	11.828	10.311	8.197	8.926
Sobic.006G158900	1.921	10.76	3.426	3.1	4.196	0.067	0.018	0.018	0	0.031
Sobic.006G159000	0	0	0	0	0.018	0	0	0	0	0
Sobic.006G159100	3.754	5.304	4.704	4.968	4.798	0.451	0.888	0.689	0.46	0.654
Sobic.006G159200	0.02	0	0	0	0	0.058	0.114	0.116	0.06	0.052
Sobic.006G159300	279.142	413.33	294.162	245.22	268.903	277.873	415.076	194.313	178.375	151.026
Sobic.006G159350	0.011	0.013	0	0.013	0	0.047	0.06	0.019	0.013	0.011
Sobic.006G159400	0.104	0.123	0.048	0.099	0.147	0.234	0.17	0.044	0.097	0.018
Sobic.006G159500	0.016	0	0.013	0	0	0	0	0	0	0
Sobic.006G159600	6.349	5.04	7.67	6.631	7.239	3.525	4.948	5.336	5.238	5.965
Sobic.006G159700	0	0	0	0	0	0	0	0.017	0	0
Sobic.006G159800	1.543	2.853	1.535	1.265	1.451	0.471	1.622	0.925	0.762	1.289
Sobic.006G159900	1.839	3.936	2.268	1.922	2.149	2.354	4.629	3.208	2.439	2.73
Sobic.006G160000	27.582	36.249	21.991	21.169	21.788	7.861	5.11	4.548	4.505	4.961
Sobic.006G160100	16.269	12.723	16.138	12.859	13.206	22.987	24.85	23.691	24.033	22.997
Sobic.006G160200	12.31	12.814	12.019	12.1	12.508	23.698	24.735	23.929	24.568	22.31
Sobic.006G160300	7.512	10.654	7.301	7.283	7.051	7.566	15.831	7.127	5.562	6.182
Sobic.006G160400	0.016	0.018	0	0.022	0	0.547	0.556	0.565	1.273	0.913
Sobic.006G160500	0.549	0.367	0.369	0.383	0.484	1.371	0.41	0.404	0.544	0.441
Sobic.006G160600	3.535	2.61	1.884	1.93	2.313	3.357	2.486	1.986	2.548	2.377
Sobic.006G160700	2.557	6.496	6.878	4.255	4.71	4.559	6.975	9.422	10.862	9.793
Sobic.006G160800	0.054	0	0	0.011	0.044	1.343	1.133	0.968	1.058	1.026
Sobic.006G160900	1.464	0.85	0.866	0.897	1.032	1.115	0.65	0.642	0.732	0.71
Sobic.006G161000	10.218	12.654	12.618	11.235	11.536	12.047	14.37	11.757	12.23	10.725
Sobic.006G161100	0.304	0.608	0.153	0.146	0.143	0.524	0.9	0.587	0.423	0.667
Sobic.006G161200	0.606	0.649	0.503	0.378	0.422	0.733	3.267	1.816	2.131	2.083
Sobic.006G161300	58.712	50.292	64.118	55.314	53.739	50.359	32.663	61.482	68.383	63.666
Sobic.006G161400	8.403	4.982	6.486	6.077	5.993	6.702	6.07	4.008	3.13	3.089
Sobic.006G161500	6.582	5.106	4.573	4.26	3.77	219.593	279.208	363.011	472.487	421.283
Sobic.006G161600	0.254	0	0	0	0	0.755	0.568	0.715	1.296	0.935
Sobic.006G161800	3.1	1.22	1.631	0.988	1.32	0.851	0.465	0.471	0.629	0.508
Sobic.006G161900	26.438	20.562	18.447	17.317	18.453	18.92	11.598	9.099	9.962	9.942
Sobic.006G162000	21.645	27.845	22.483	22.423	22.919	34.82	56.475	44.976	39.994	42.028
Sobic.006G162100	3.251	1.042	1.219	0.814	1.031	0.09	0.206	0.201	0.117	0.038
Sobic.006G162200	0.182	0.109	0.068	0.159	0.063	47.285	40.486	88.157	107.422	89.164
Sobic.006G162300	0.009	0	0.007	0.014	0.02	0.215	0.2	0.199	0.214	0.221
Sobic.006G162400	9.787	6.733	6.792	7.192	7.175	7.179	5.533	6.816	7.175	5.985
Sobic.006G162500	0	0.023	0	0	0	0	0	0	0.018	0
Sobic.006G162550	0	0	0	0	0.039	0	0.076	0	0	0.048
Sobic.006G162600	1.958	1.48	1.372	1.19	1.6	3.289	2.893	2.771	2.126	2.493
Sobic.006G162700	5.85	6.384	4.991	4.676	7.155	6.311	5.235	4.26	3.686	4.824
Sobic.006G162750	0	0	0	0.01	0.039	0	0	0	0	0.033
Sobic.006G162800	5.005	5.79	4.317	3.876	4.415	7.949	8.335	8.395	9.028	10.534
Sobic.006G163000	44.812	44.538	41.899	38.564	39.865	31.661	50.682	26.923	25.275	25.553
Sobic.006G163033	0.032	0.129	0.033	0.03	0.022	0.026	0	0.011	0.023	0.013
Sobic.006G163066	0	0	0.094	0	0	0	0.062	0	0	0
Sobic.006G163100	1.218	0.94	0.911	0.76	1.162	1.103	0.396	0.376	0.592	0.544
Sobic.006G163200	0.079	0.272	0.163	0.124	0.322	0	0	0.009	0.024	0.009
Sobic.006G163300	0.075	1.345	0.169	0.207	0.259	19.884	21.507	17.149	16.02	18.274
Sobic.006G163401	0.607	0.68	0.865	1.041	0.899	1.144	1.188	0.917	1.281	1.26
Sobic.006G163501	0	0	0	0	0	0	0	0	0	0
Sobic.006G163600	5.851	4.729	5.35	5.6	8.213	8.316	4.038	5.475	4.919	5.305
Sobic.006G163650	3.88	2.796	3.854	3.945	4.352	5.214	2.722	3.628	3.289	3.111
Sobic.006G163700	0	0	0	0	0	0	0	0	0	0
Sobic.006G163800	48.229	56.464	46.498	44.345	44.404	36.032	41.222	28.173	28.201	27.538
Sobic.006G163900	0.505	0.89	0.655	0.53	0.887	5.144	6.769	9.917	7.928	9.902
Sobic.006G164000	9.741	11.845	10.021	9.454	9.271	11.943	14.281	14.799	17.249	16.228
Sobic.006G164100	4.954	5.404	3.942	3.087	4.202	3.143	5.381	6.35	6.34	6.311
Sobic.006G164200	19.516	17.545	12.822	11.542	10.403	9.214	12.746	9.088	6.366	7.36
Sobic.006G164300	8.757	4.65	4.472	5.93	4.918	12.494	14.375	7.639	5.443	7.023
Sobic.006G164400	34.783	30.651	34.492	34.797	31.484	50.282	61.701	55.585	55.752	53.335
Sobic.006G164500	0.255	0.364	0.21	0.091	0.228	0.034	0.059	0.007	0.008	0
Sobic.006G164650	0	0	0	0	0	0	0	0	0	0
Sobic.006G164800	0	0	0	0.016	0	0.022	0.046	0.035	0.022	0.069
Sobic.006G164900	10.944	10.351	8.355	8.109	9.138	8.245	9.24	5.852	5.074	5.998
Sobic.006G165000	48.937	65.954	56.954	56.567	51.577	50.327	54.969	48.663	44.042	46.668
Sobic.006G165100	3.138	2.017	1.859	1.916	2.04	1.584	1.358	1.285	1.215	1.155
Sobic.006G165200	0.031	0.115	0.072	0.089	0.146	0	0.033	0.095	0.057	0.094
Sobic.006G165250	0	0	0	0	0	0	0	0	0	0
Sobic.006G165300	0.059	0.013	0.042	0.046	0.034	0	0.024	0.006	0.011	0.013
Sobic.006G165400	43.619	9.483	15.723	16.587	14.939	8.27	8.462	7.708	8.353	7.563
Sobic.006G165501	1.219	0.935	0.678	0.886	0.956	0.649	0.915	0.959	0.999	1.506
Sobic.006G165600	2.805	3.786	2.36	1.614	1.73	6.086	4.459	1.452	1.072	1.924
Sobic.006G165650	3.851	4.329	2.277	1.791	2.409	6.662	3.997	2.158	1.017	2.128
Sobic.006G165700	0.02	0.069	0	0.017	0.041	0.043	0	0.066	0.038	0.073
Sobic.006G165800	11.516	15.233	14.475	13.93	13.428	15.623	16.655	19.891	19.205	20.108
Sobic.006G165900	0.273	1.652	0.874	0.549	0.693	0.604	0.732	1.216	1.149	0.776
Sobic.006G166000	0.749	0.852	1.072	1.174	1.036	43.391	13.999	33.425	52.796	33.136
Sobic.006G166100	45.489	70.738	48.895	42.19	38.562	31.188	43.096	39.261	40.764	35.837
Sobic.006G166200	11.36	13.127	13.684	12.372	13.175	9.577	10.463	8.423	9.196	8.97
Sobic.006G166300	0.007	0	0.018	0.013	0	0.304	0.481	0.398	0.395	0.501
Sobic.006G166400	7.529	6.213	8.68	8.084	9.769	10.294	6.627	7.589	7.962	5.866
Sobic.006G166500	3.768	4.411	3.528	3.784	3.615	23.814	12.237	15.056	15.536	12.123
Sobic.006G166601	0	0.041	0	0.015	0.014	0.223	0.139	0.235	0.225	0.114
Sobic.006G166700	0.9	1.448	0.909	0.472	1.247	1.104	0.705	0.773	0.714	0.825
Sobic.006G166800	2.142	0.851	1.824	1.159	1.431	25.626	15.892	23.535	20.687	23.593
Sobic.006G166900	1.254	1.379	0.889	0.449	0.865	3.715	1.019	2.341	2.025	1.921
Sobic.006G167000	0.222	0.284	0.552	0.334	0.369	0.544	0.475	0.434	0.371	0.319
Sobic.006G167100	2.458	1.967	2.115	1.67	1.945	3.794	3.085	2.736	2.775	3.145
Sobic.006G167200	1.17	0.899	0.898	0.926	1.009	1.209	0.754	0.972	0.824	1.077
Sobic.006G167250	0.155	0.307	0.239	0.299	0.314	0.678	0.527	0.257	0.369	0.303
Sobic.006G167300	21.285	18.17	19.548	20.371	20.292	23.538	24.22	25.242	27.607	28.633
